VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
9552,M S WALKER INC,25496,Sierra Cantabria Unica Rsv 0,12,18,750,335,4100,334,2357,6009,37,55552,1908,32,1,1
4425,MARTIGNETTI COMPANIES,40365,Rochioli Pinot Noir RRV,49,75,750,83,4095,88,3000,6599,10,144929,2504,38,1,2
9165,ULTRA BEVERAGE COMPANY LLP,14300,Masi Passo Doble,7,12,750,551,4094,560,4546,6650,62,68055,2556,38,1,2
653,STATE WINE & SPIRITS,5431,Pumpkin King Liqueur,16,20,375,256,4093,242,3588,4918,95,8015,824,17,1,1
90024,VINILANDIA USA,24335,Gran Passione Gavi,8,12,750,512,4091,417,4013,5798,46,2803,1707,29,1,1
2000,SOUTHERN GLAZERS W&S OF NE,27969,Fattoria le Pupille Poggio,24,37,750,168,4089,1,37,37,0,19017,-4052,-10955,0,0
2000,SOUTHERN WINE & SPIRITS NE,18240,Renacer Enamore Red,18,26,750,231,4084,283,2155,7399,32,19017,3315,45,1,2
9165,ULTRA BEVERAGE COMPANY LLP,25750,Moulin Gassac Guilhm Rose 15,6,8,750,741,4083,731,2892,5841,81,68055,1758,30,1,1
10754,PERFECTA WINES,24377,Bon Affair Svgn Bl Spritzer,3,7,330,1204,4082,1799,1527,8977,90,28721,4895,55,1,2
8352,LUXCO INC,6465,Arrow Coffee Brandy,1,1,50,5668,4081,4804,1340,4756,250,10262,675,14,1,1
9552,M S WALKER INC,38822,Castano Yecla Monastrell Red,7,10,750,595,4070,807,4751,8344,90,55552,4274,51,1,2
10754,PERFECTA WINES,46299,Grayson Cellars Znfdl Cntl C,6,10,750,627,4069,620,4456,6340,69,28721,2271,36,1,2
9165,ULTRA BEVERAGE COMPANY LLP,23878,Love Lane Svgn Bl,8,13,750,479,4067,387,1489,4360,43,68055,293,7,1,1
516,BANFI PRODUCTS CORP,15761,Cantine Maschio Prosecco Brt,2,4,187,1631,4061,1565,352,5931,44,8510,1870,32,1,1
12546,JIM BEAM BRANDS COMPANY,929,DeKuyper Island Punch Pucker,9,13,1000,437,4055,417,2195,5417,438,123881,1361,25,1,1
10754,PERFECTA WINES,38244,Hendry Pnt Nr Napa,24,35,750,168,4054,58,1456,2056,6,28721,-1997,-97,0,1
90047,CRUSH WINES,25633,David Girard Vyds Syrah Okei,14,20,750,300,4053,300,600,5997,34,1458,1944,32,1,1
6785,PALM BAY INTERNATIONAL INC,26677,Feudi D San Gregorio Serpico,20,30,750,200,4052,158,1470,4738,18,13605,686,14,1,1
4425,MARTIGNETTI COMPANIES,27553,Hedges Family Estate Red Mtn,18,27,750,228,4049,1,27,27,0,144929,-4022,-14903,0,0
9552,M S WALKER INC,26006,Clos De L'Obac 05 Priorat,30,50,750,135,4049,88,2574,4019,10,55552,-30,-1,1,1
7153,PINE STATE TRADING CO,21583,The Big Easy Red,15,25,750,261,4040,227,4432,5844,25,15885,1803,31,1,1
11567,CAMPARI AMERICA,702,Skyy Vodka,12,16,1000,338,4039,311,2589,5128,327,20965,1089,21,1,1
1392,CONSTELLATION BRANDS INC,17909,Ravenswood Pickberry Red,20,30,750,202,4038,82,1889,2459,9,79529,-1579,-64,0,1
4425,MARTIGNETTI COMPANIES,21081,Martinelli Belle Vigna Pnt N,27,39,750,150,4034,107,1794,4172,12,144929,138,3,1,1
4425,MARTIGNETTI COMPANIES,22796,Raymond Generations Cab Svgn,67,100,750,60,4027,14,1300,1400,2,144929,-2627,-188,0,0
4425,MARTIGNETTI COMPANIES,27521,Seghesio Defiant Red,24,36,750,168,4003,18,396,648,2,144929,-3356,-518,0,0
4425,MARTIGNETTI COMPANIES,20409,NxNW Red Columbia Valley,10,15,750,406,4003,637,5791,8917,71,144929,4913,55,2,2
4425,MARTIGNETTI COMPANIES,16728,Pine Ridge Forefront Cab Svg,13,20,750,312,4003,431,5065,8560,48,144929,4557,53,1,2
10754,PERFECTA WINES,319,Peter Paul Bacigalupi Chard,25,35,750,159,4002,169,795,5891,133,28721,1889,32,1,1
9552,M S WALKER INC,24670,Freemark Abbey Cab Svgn Ruth,48,70,750,84,3999,75,2660,5249,8,55552,1250,24,1,1
4425,MARTIGNETTI COMPANIES,27699,Buglioni Bugiardo Ripasso,17,25,750,240,3998,8,175,200,1,144929,-3798,-1900,0,0
10754,PERFECTA WINES,24576,Failla Chard Sonoma Cst,24,35,750,168,3998,103,2729,3604,11,28721,-394,-11,1,1
8735,SURVILLE ENTERPRISES CORP,44238,B & G Pnt Nr Bistro,5,8,750,739,3991,719,3158,6115,80,263,2124,35,1,2
10754,PERFECTA WINES,27322,W Selyum Pnt Nr RRV,55,82,750,72,3989,11,574,902,1,28721,-3087,-342,0,0
9819,TREASURY WINE ESTATES,31204,Beringer Fndrs Est Svgn Bl,6,9,750,657,3988,735,4306,7780,82,14837,3792,49,1,2
8892,TRINCHERO FAMILY ESTATES,29129,Sutter Home Wh Merlot Cal,6,10,1500,618,3986,613,3976,6124,137,11596,2138,35,1,2
90024,VINILANDIA USA,26288,Spy Valley Rose,11,19,750,369,3985,328,3488,5521,36,2803,1536,28,1,1
7153,PINE STATE TRADING CO,24416,Hidlago Morenita Crm Sherry,8,13,750,472,3984,429,4936,5573,47,15885,1589,29,1,1
4425,MARTIGNETTI COMPANIES,27409,Hourglass HG III Red,33,48,750,120,3972,9,432,432,1,144929,-3540,-820,0,0
10754,PERFECTA WINES,27506,The Conductor Red,17,25,750,240,3972,6,100,150,1,28721,-3822,-2549,0,0
4425,MARTIGNETTI COMPANIES,41003,Yaegaki Nigori Sake,14,22,720,278,3970,242,4552,5322,27,144929,1352,25,1,1
4425,MARTIGNETTI COMPANIES,26378,Orin Swift Fragile Rose VDP,12,18,750,324,3966,283,2519,5091,32,144929,1125,22,1,1
90024,VINILANDIA USA,23825,Tortiose Crk La Charmel Mus1,7,12,750,595,3963,445,2874,5860,50,2803,1897,32,1,1
9552,M S WALKER INC,12681,The Crusher Pnt Nr,8,12,750,488,3953,487,4423,6155,54,55552,2202,36,1,2
9165,ULTRA BEVERAGE COMPANY LLP,34580,Luce Della Vite Lucente Tosc,19,29,750,210,3952,249,3073,7219,28,68055,3266,45,1,2
6785,PALM BAY INTERNATIONAL INC,22883,Citra Trebbiano D'Abruzzo,7,13,1500,528,3949,523,3158,5623,117,13605,1673,30,1,1
9552,M S WALKER INC,26816,Louis Latour 12 Beaune Vigne,47,70,750,84,3945,4,280,280,0,55552,-3666,-1309,0,0
7153,PINE STATE TRADING CO,15359,Dry Creek Mariner Meritage,23,35,750,168,3945,61,1655,2144,7,15885,-1800,-84,0,1
7153,PINE STATE TRADING CO,26197,American Thread Pnt Nr,9,14,750,420,3944,168,1427,2350,19,15885,-1593,-68,0,1
516,BANFI PRODUCTS CORP,18734,Little Black Dress Divalicio,6,9,750,652,3932,634,4018,5900,70,8510,1968,33,1,2
10754,PERFECTA WINES,24361,JJ Prum Graacher Him Rsl Aus,31,47,750,128,3931,124,3007,5827,14,28721,1896,33,1,1
2000,SOUTHERN WINE & SPIRITS NE,20024,Inglenook Rubicon 09,116,176,750,34,3928,53,5175,9132,6,19017,5204,57,2,2
4425,MARTIGNETTI COMPANIES,26348,Walt Pnt Nr Shea Vineyard,47,70,750,83,3925,45,1190,3150,5,144929,-776,-25,1,1
4425,MARTIGNETTI COMPANIES,23669,Clos Cant St Emilion Grand C,47,70,750,84,3919,41,2170,2870,5,144929,-1050,-37,0,1
3960,DIAGEO NORTH AMERICA INC,6270,Shady Fruit Valencia Orange,1,1,50,5088,3918,8085,2451,8004,421,257032,4086,51,2,2
4425,MARTIGNETTI COMPANIES,25863,Locations OR Red,15,24,750,253,3916,189,3047,4534,21,144929,618,14,1,1
9165,ULTRA BEVERAGE COMPANY LLP,12924,Cartlidge & Browne Pnt Nr,9,13,750,452,3914,400,3004,5115,44,68055,1201,23,1,1
10754,PERFECTA WINES,26025,Ch Cru Godard Cd Brdx Rouge,11,16,750,367,3912,226,2662,3524,25,28721,-388,-11,1,1
10754,PERFECTA WINES,19293,Robert Sinskey Pnt Nr,18,29,750,218,3907,203,3131,5885,23,28721,1978,34,1,2
4425,MARTIGNETTI COMPANIES,44716,Drouhin Chorey Les Beaune,17,25,750,234,3898,250,3948,6248,28,144929,2349,38,1,2
4425,MARTIGNETTI COMPANIES,275,The Bitter Truth Aromatic,15,20,200,253,3891,119,1779,2379,25,144929,-1512,-64,0,1
9552,M S WALKER INC,27146,Codice Sierra Cantabria Red,7,10,750,592,3889,738,5153,7501,82,55552,3611,48,1,2
4425,MARTIGNETTI COMPANIES,15064,Sokol Blosser Pnt Gris,13,19,750,301,3889,286,2925,4951,32,144929,1062,21,1,1
10754,PERFECTA WINES,4148,Fattoria de Limone,12,23,750,316,3887,498,3619,8501,392,28721,4614,54,2,2
3924,HEAVEN HILL DISTILLERIES,8409,Christian Bros Cream Sherry,5,8,1500,722,3884,717,4261,5944,160,14070,2060,35,1,2
9552,M S WALKER INC,16868,Don & Sons Pnt Nr Sonoma Cst,12,18,750,328,3884,370,4902,6803,41,55552,2920,43,1,2
9165,ULTRA BEVERAGE COMPANY LLP,22809,Opici Toscano Twist Neck 12,8,14,750,494,3873,395,2554,4736,44,68055,863,18,1,1
7153,PINE STATE TRADING CO,16541,Atamisque Assemblage,23,33,750,170,3868,162,3563,5344,18,15885,1477,28,1,1
1128,BROWN-FORMAN CORP,1722,Jack Daniels Sinatra Century,352,450,1000,11,3867,48,19350,21600,50,68602,17732,82,4,6
1587,VINEYARD BRANDS INC,34674,Warre's Altano Douro Portuga,6,9,750,661,3860,684,3434,6149,76,6070,2289,37,1,2
90047,CRUSH WINES,16310,Mollydooker Scooter Merlot,17,26,750,224,3860,271,4062,6681,30,1458,2822,42,1,2
10754,PERFECTA WINES,27011,Bouchard Aine & Fils Mersult,36,56,750,106,3854,58,1288,3247,6,28721,-607,-19,1,1
9744,FREDERICK WILDMAN & SONS,18237,M Abbona Dogliani Papa Celso,17,25,750,228,3851,108,1899,2699,12,4000,-1152,-43,0,1
9165,ULTRA BEVERAGE COMPANY LLP,25527,Masi Mazzano Amarone 03,101,150,750,38,3851,28,2250,4200,3,68055,349,8,1,1
4425,MARTIGNETTI COMPANIES,26854,Eric Kent Green Acres Chard,29,44,750,132,3845,24,484,1056,3,144929,-2789,-264,0,0
3252,E & J GALLO WINERY,15401,Red Rock Pnt Nr,6,9,750,658,3843,735,4239,7182,82,61967,3339,46,1,2
4425,MARTIGNETTI COMPANIES,16653,Quintessa Rutherford Red,96,145,750,40,3841,71,5075,10294,8,144929,6453,63,2,3
4425,MARTIGNETTI COMPANIES,25563,Elvio Cogno Barbera D'Alba B,22,33,750,178,3838,181,2837,5971,20,144929,2134,36,1,2
90017,THE IMPORTED GRAPE LLC,10870,Bouza Tannat Las Violetas,10,19,750,367,3835,301,2772,5665,33,80,1830,32,1,1
9552,M S WALKER INC,25689,Nisia 13 O V Verdejo Rueda,6,9,750,636,3835,624,2014,5610,70,55552,1775,32,1,1
10754,PERFECTA WINES,38103,Canyon Oaks Cab Svgn Cal,8,12,1500,483,3835,473,1019,5671,106,28721,1836,32,1,1
6359,OLE SMOKY DISTILLERY LLC,1905,Ole Smoky Margrita Moonshine,13,17,750,300,3831,295,3483,5012,233,1922,1181,24,1,1
6785,PALM BAY INTERNATIONAL INC,23156,Bertani Amarone Valpolicell,59,100,750,65,3823,88,5299,8799,10,13605,4976,57,1,2
9165,ULTRA BEVERAGE COMPANY LLP,25812,Ch Rombeau Elise 11,11,16,750,349,3822,223,2287,3566,25,68055,-256,-7,1,1
4425,MARTIGNETTI COMPANIES,29955,Lindemans Bin 99 Pnt Nr,5,8,750,725,3814,676,3008,5577,75,144929,1764,32,1,1
8320,SHAW ROSS INT L IMP LTD,44761,Gekkeikan Sake Zipang Spklg,4,5,250,1036,3812,1025,2158,5627,39,3152,1815,32,1,1
3252,E & J GALLO WINERY,26811,Canyon Rd Merlot Cal,3,5,750,1194,3809,1194,776,5719,134,61967,1910,33,1,2
5992,MCCORMICK DISTILLING CO,604,McCormick Silver Rum,5,7,1000,741,3809,794,2356,5550,834,1568,1741,31,1,1
10754,PERFECTA WINES,26464,Golan Heights Yarden Svgn Bl,12,19,750,308,3798,178,1741,3202,20,28721,-595,-19,1,1
1392,CONSTELLATION BRANDS INC,693,Svedka Vanilla Vodka,9,13,1000,406,3796,420,3715,5456,441,79529,1660,30,1,1
9165,ULTRA BEVERAGE COMPANY LLP,2098,Snake River Stampede Whisky,16,30,750,233,3796,538,6243,11698,424,68055,7902,68,2,3
9165,ULTRA BEVERAGE COMPANY LLP,25411,Artesa Rsv Chard,26,39,750,145,3795,128,1590,2725,14,68055,-1070,-39,1,1
3924,HEAVEN HILL DISTILLERIES,3930,Deep Eddy Vodka,12,16,750,313,3790,642,4749,9352,506,14070,5561,59,2,2
3960,DIAGEO NORTH AMERICA INC,3564,Ciroc Amaretto Vodka,36,48,1750,105,3788,220,7020,10930,404,257032,7141,65,2,3
10754,PERFECTA WINES,43481,Peter Paul Cab Svgn Napa,22,35,750,172,3782,86,1284,2919,10,28721,-863,-30,1,1
4425,MARTIGNETTI COMPANIES,26381,Orin Swift Mannequin Chard,20,29,750,193,3781,193,2928,5595,21,144929,1814,32,1,1
9815,WINE GROUP INC,11749,Almaden Pnt Grigio B/B,11,18,5000,350,3780,329,2483,5561,247,27100,1781,32,1,1
7153,PINE STATE TRADING CO,43232,Fat Bastard Cab Svgn,7,11,750,575,3778,625,4456,6878,69,15885,3100,45,1,2
3960,DIAGEO NORTH AMERICA INC,915,Smirnoff Citrus Vodka,11,14,1000,344,3777,346,681,5014,363,257032,1236,25,1,1
9552,M S WALKER INC,15476,Vietti Barolo Castiglione,33,50,750,114,3775,124,4399,6199,14,55552,2424,39,1,2
653,STATE WINE & SPIRITS,20343,Milbrandt Traditions Cab Svg,10,15,750,394,3775,371,3634,5382,41,8015,1608,30,1,1
9552,M S WALKER INC,10267,Klinker Brick Old Ghst Znfdl,25,40,750,153,3771,152,3543,5706,17,55552,1935,34,1,2
9552,M S WALKER INC,26046,Dievole Chianti Classico,12,17,750,324,3771,0,0,0,0,55552,-3771,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,26869,Olivier Chanzy Les Morgeots,71,106,750,53,3770,39,2650,4134,4,144929,364,9,1,1
8004,SAZERAC CO INC,1591,Carstairs White Seal,10,13,1750,380,3770,394,1000,5118,724,50294,1348,26,1,1
10754,PERFECTA WINES,25256,Ch St Louis Vieux Galvesse L,11,17,750,339,3763,310,3058,5267,34,28721,1504,29,1,1
4425,MARTIGNETTI COMPANIES,25535,Ch de Reynaud Cotes du Bourg,12,19,750,307,3761,230,3190,4368,25,144929,607,14,1,1
10754,PERFECTA WINES,27289,Ch Plaisance Alix CdBrdx 12,11,17,750,336,3756,44,561,748,5,28721,-3009,-402,0,0
1392,CONSTELLATION BRANDS INC,15748,Rioja Vega Tempranillo Garna,5,9,750,690,3754,1033,6408,9629,114,79529,5875,61,1,3
10754,PERFECTA WINES,10163,Andre Bjls Vlgs La Treille,9,14,750,408,3754,212,2196,2796,23,28721,-958,-34,1,1
10754,PERFECTA WINES,16657,Dom Bousquet Chardonnay,7,11,750,519,3752,573,3096,6402,64,28721,2650,41,1,2
4848,LAIRD & CO,4994,Laird's Jersey Lightning,16,20,750,240,3749,13,240,260,10,1044,-3489,-1343,0,0
9552,M S WALKER INC,32679,Pepperwood Grove Merlot Cal,5,8,750,689,3748,975,3763,7290,108,55552,3542,49,1,2
3960,DIAGEO NORTH AMERICA INC,202,Ketel One Citroen Vodka,22,29,1000,168,3746,197,2928,5711,207,257032,1965,34,1,2
4425,MARTIGNETTI COMPANIES,14471,De Loach Merlot Cal,6,12,750,577,3745,747,4781,7715,83,144929,3970,51,1,2
9165,ULTRA BEVERAGE COMPANY LLP,13602,Frescobaldi Mormoreto Cab Sv,30,66,750,126,3745,165,3673,10294,18,68055,6550,64,1,3
9552,M S WALKER INC,42167,Tempranillo Vente Mazzaron,9,15,750,435,3741,379,3891,5433,42,55552,1692,31,1,1
9552,M S WALKER INC,22008,Schmitt Sohne Kabinett Mchls,9,13,750,426,3740,394,2858,5118,44,55552,1378,27,1,1
17037,Dunn Wine Brokers,22813,Angels Landing Cab Svgn,13,20,750,288,3738,241,3438,4818,27,358,1079,22,1,1
2000,SOUTHERN WINE & SPIRITS NE,23534,Zenato Alanera Rosso Verones,10,20,750,360,3737,226,2266,3969,25,19017,232,6,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23386,Dom Roux Bourgogne Pnt Nr,13,20,750,297,3736,288,4350,5725,32,68055,1989,35,1,2
12546,JIM BEAM BRANDS COMPANY,3404,Skinnygirl Vodka,13,20,750,280,3732,657,5187,10059,518,123881,6327,63,2,3
10754,PERFECTA WINES,3145,Smoked Salmon Alaska Vodka,30,40,750,126,3732,43,1360,1720,34,28721,-2013,-117,0,0
90047,CRUSH WINES,10863,Sea Smoke Southing Pnt Nr,43,65,750,86,3726,72,3185,4679,8,1458,953,20,1,1
4425,MARTIGNETTI COMPANIES,14974,Mantane Primitivo Puglio,9,13,750,418,3720,422,2730,6206,47,144929,2486,40,1,2
9552,M S WALKER INC,27750,Wind Gap 14 Pinot Noir Sonom,22,33,750,168,3720,13,165,429,1,55552,-3291,-767,0,0
10754,PERFECTA WINES,16553,Zestos Garnacha,7,10,750,555,3719,549,3359,5686,61,28721,1967,35,1,2
4425,MARTIGNETTI COMPANIES,25886,Storybook Mt Znfdl Mayacamas,24,35,750,154,3716,115,2799,4024,13,144929,308,8,1,1
9165,ULTRA BEVERAGE COMPANY LLP,16961,CastelGiocondo 10 Brun Montl,39,66,750,96,3715,74,1452,4883,8,68055,1168,24,1,1
12546,JIM BEAM BRANDS COMPANY,254,DeKuyper Root Beer Schnapps,9,11,1000,422,3709,431,3857,4737,453,123881,1027,22,1,1
9165,ULTRA BEVERAGE COMPANY LLP,22599,Antica Fratta Franciacorta B,19,30,750,196,3706,362,3529,6680,40,68055,2974,45,2,2
1703,ALISA CARR BEVERAGES,90010,Ch Smith Haut Lafitte 12,62,92,750,60,3704,98,3772,9015,11,172,5311,59,2,2
4425,MARTIGNETTI COMPANIES,18095,Layer Cake Garnacha,10,16,750,356,3695,443,4785,7192,49,144929,3496,49,1,2
9165,ULTRA BEVERAGE COMPANY LLP,16781,Mica Cab Svgn,45,66,750,83,3694,132,5784,9009,15,68055,5314,59,2,2
8352,LUXCO INC,3793,Pearl Vodka PET,12,18,1750,313,3693,834,7359,11464,1533,10262,7770,68,3,3
2000,SOUTHERN WINE & SPIRITS NE,24121,Willamette Vly Dijon Chard,14,21,750,262,3692,74,1238,1553,8,19017,-2138,-138,0,0
516,BANFI PRODUCTS CORP,17063,Ch Tanunda Gr Barossa Cab Sv,11,16,750,346,3688,265,2733,4326,29,8510,638,15,1,1
9165,ULTRA BEVERAGE COMPANY LLP,10733,A Bichot Macon-Villages,8,13,750,452,3688,268,2064,3372,30,68055,-316,-9,1,1
9552,M S WALKER INC,26814,Simonnet-Febvre 14 Chablis,11,17,750,336,3683,43,493,731,5,55552,-2952,-404,0,0
653,STATE WINE & SPIRITS,16757,Cardamaro Vino Amaro,12,18,750,313,3681,291,4532,5836,32,8015,2155,37,1,2
1392,CONSTELLATION BRANDS INC,14704,Rex Goliath Free Range Red,4,8,750,934,3680,932,3499,5865,103,79529,2185,37,1,2
653,STATE WINE & SPIRITS,24782,Casa Silva Los Lingues Cab S,11,20,750,336,3679,623,5788,9962,69,8015,6283,63,2,3
516,BANFI PRODUCTS CORP,22077,C Y Toro Casa Diablo Chard,6,10,750,606,3678,728,3180,7149,81,8510,3470,49,1,2
9165,ULTRA BEVERAGE COMPANY LLP,1505,Cleveland Christmas Bourbon,20,28,750,180,3677,423,4858,11192,333,68055,7514,67,2,3
10000,MAJESTIC FINE WINES,21367,KJ Est 12 Chard Camelot High,20,30,750,180,3672,166,3719,4978,18,17588,1306,26,1,1
9552,M S WALKER INC,29620,Schmitt Sohne Kabinett,8,13,750,438,3670,417,3780,5417,46,55552,1746,32,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23385,Dom Roux Bourgogne Chard,13,20,750,288,3669,254,3857,5021,28,68055,1352,27,1,1
8112,MOET HENNESSY USA INC,6044,Glenmorangie 25 Yr Old,523,670,750,7,3664,5,3350,3350,4,48347,-314,-9,1,1
6785,PALM BAY INTERNATIONAL INC,26682,Feudi d San Gregorio Patrimo,34,50,750,107,3664,64,550,3199,7,13605,-464,-15,1,1
9552,M S WALKER INC,2180,Stirk's Small Batch Gin,31,40,750,120,3664,0,0,0,0,55552,-3664,#NAME?,0,0
653,STATE WINE & SPIRITS,19935,Cielo Pnt Grigio,5,8,750,695,3656,725,727,5793,81,8015,2137,37,1,2
4425,MARTIGNETTI COMPANIES,21734,Gr Montmirail Muscat Venise,14,20,375,267,3655,263,4118,5257,15,144929,1602,30,1,1
7154,PREMIER DISTRIBUTORS,23512,Plantaze Krstac Montenegro W,7,11,750,493,3653,392,1505,4504,44,432,851,19,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23265,Frescobaldi Monte Chianti Rs,27,40,750,136,3650,71,960,2839,8,68055,-811,-29,1,1
4425,MARTIGNETTI COMPANIES,41614,Ridge Pagoni Ranch Znfdl,25,37,750,146,3649,120,3536,4565,13,144929,916,20,1,1
9552,M S WALKER INC,25030,Cardinale 12 Cab Svgn Napa,152,225,750,24,3648,6,250,1500,1,55552,-2149,-143,0,0
9165,ULTRA BEVERAGE COMPANY LLP,22601,Jos Phelps Insignia 11,122,180,750,30,3648,63,6120,11339,7,68055,7691,68,2,3
3960,DIAGEO NORTH AMERICA INC,910,Goldschlager Cinnamon Schnps,17,23,1000,211,3648,211,3150,4851,222,257032,1203,25,1,1
9165,ULTRA BEVERAGE COMPANY LLP,36101,Carpineto Brunello Montalci,38,56,750,97,3645,103,4117,5814,11,68055,2169,37,1,2
1392,CONSTELLATION BRANDS INC,16948,Rex Goliath Malbec,4,8,750,937,3645,1024,3624,6436,114,79529,2791,43,1,2
10754,PERFECTA WINES,27287,Ch Rauzan-Segla Gr Cru 08 Ma,55,80,750,66,3641,65,1440,5199,7,28721,1558,30,1,1
10754,PERFECTA WINES,25653,Ca'Momi Chard Rsv Napa,20,30,750,184,3630,147,3239,4409,16,28721,778,18,1,1
3252,E & J GALLO WINERY,39209,Barefoot Syrah Cal,8,11,1500,482,3629,467,3248,5109,104,61967,1479,29,1,1
653,STATE WINE & SPIRITS,18774,Rob Stuart Vignette Pinot Nr,17,27,750,210,3618,142,1799,3637,16,8015,18,1,1,1
7153,PINE STATE TRADING CO,46816,Alexander Vly Vyds Gewurz,7,10,750,532,3618,517,3497,5165,57,15885,1547,30,1,1
8673,STE MICHELLE WINE ESTATES,26063,Columbia Crest Red Grand Est,8,13,750,426,3617,183,1152,1834,20,15920,-1783,-97,0,1
9552,M S WALKER INC,26815,Louis Latour 14 Chass-Mont B,43,65,750,84,3615,10,455,650,1,55552,-2965,-456,0,0
10754,PERFECTA WINES,27094,Corvo Terrae Dei Nero d'Avol,6,8,750,656,3615,446,823,3564,50,28721,-51,-1,1,1
653,STATE WINE & SPIRITS,24775,J Bouchon Canto Sur,9,15,750,406,3613,271,1728,3520,30,8015,-93,-3,1,1
4425,MARTIGNETTI COMPANIES,13651,Fontanafredda Briccotondo,9,14,750,400,3612,415,3330,5806,46,144929,2194,38,1,2
4425,MARTIGNETTI COMPANIES,25226,Il Molino di Grace Chianti C,29,43,750,126,3611,74,2235,3181,8,144929,-430,-14,1,1
9552,M S WALKER INC,25484,Finca Sandoval Tinto Manchue,12,18,750,301,3609,297,2033,5343,33,55552,1734,32,1,1
10754,PERFECTA WINES,23762,Ch Margaux 12 Margaux,361,530,750,10,3605,9,1590,4770,1,28721,1165,24,1,1
8735,SURVILLE ENTERPRISES CORP,17341,Lobster & Shrimp Muscadet,4,8,750,934,3605,923,5059,8857,103,263,5252,59,1,2
3664,WILLIAM GRANT & SONS INC,975,Drambuie,26,35,1000,137,3604,135,2869,4724,142,30234,1119,24,1,1
1587,VINEYARD BRANDS INC,15059,Cono Sur Organic Chard,6,9,750,581,3602,594,3430,6143,66,6070,2541,41,1,2
10754,PERFECTA WINES,35990,La Clarte de Haut Brion 10,74,155,750,49,3602,70,1443,7769,8,28721,4168,54,1,2
10754,PERFECTA WINES,15688,Cheval Blanc St Emilion 08,300,500,750,12,3600,16,2700,7200,2,28721,3600,50,1,2
9165,ULTRA BEVERAGE COMPANY LLP,26259,CastelGiocondo 11 Brun Montl,43,66,750,84,3599,14,660,924,2,68055,-2676,-290,0,0
9165,ULTRA BEVERAGE COMPANY LLP,34694,Valley of the Moon Pnt Bl,10,16,750,372,3597,341,3514,5315,38,68055,1717,32,1,1
3252,E & J GALLO WINERY,17487,The Naked Grape Harvest Red,5,7,750,782,3597,750,3102,4818,83,61967,1220,25,1,1
9815,WINE GROUP INC,36209,Big House White,5,8,750,698,3595,681,3360,5104,75,27100,1509,30,1,1
3960,DIAGEO NORTH AMERICA INC,3757,Ketel One 325 Commemorative,22,29,1000,166,3591,538,8726,15597,565,257032,12006,77,3,4
90047,CRUSH WINES,13594,Bliss Chard,8,12,750,440,3590,444,4074,5571,49,1458,1980,36,1,2
4425,MARTIGNETTI COMPANIES,22345,Rioja Bordon Gran Rsva Tempr,15,25,750,242,3589,212,3374,5298,24,144929,1709,32,1,1
4425,MARTIGNETTI COMPANIES,26849,Seven Daughters Pnt Nr 4 Pk,10,15,1000,371,3588,132,1124,1979,20,144929,-1609,-81,0,1
4425,MARTIGNETTI COMPANIES,43152,Ramey Chard Sonoma Coast,25,38,750,145,3577,112,2811,4255,12,144929,678,16,1,1
9165,ULTRA BEVERAGE COMPANY LLP,25528,Masi Campo Torbe Amarone 00,79,120,750,45,3576,31,2400,3720,3,68055,144,4,1,1
4425,MARTIGNETTI COMPANIES,45090,Norton Malbec Mendoza,8,12,750,444,3574,462,3573,5539,51,144929,1965,35,1,2
17035,PERNOD RICARD USA,8717,Sandeman Rainwater Madeira,10,17,750,355,3571,296,3674,4739,33,123780,1168,25,1,1
516,BANFI PRODUCTS CORP,23172,Castello Banfi Brun Montalcn,20,33,375,175,3570,289,4370,8832,17,8510,5262,60,2,2
1128,BROWN-FORMAN CORP,3722,Finlandia Grapefruit Fusion,9,15,750,395,3563,362,1736,4520,285,68602,957,21,1,1
3252,E & J GALLO WINERY,13620,Columbia Winery Cab Svgn,5,14,750,668,3560,591,4849,8263,66,61967,4702,57,1,2
9165,ULTRA BEVERAGE COMPANY LLP,25896,JeanJean Mas de Lunes 12,11,16,750,334,3560,143,1135,2287,16,68055,-1274,-56,0,1
4425,MARTIGNETTI COMPANIES,23432,Perrusset Macon Villages,11,16,750,336,3558,177,1887,2830,20,144929,-728,-26,1,1
4425,MARTIGNETTI COMPANIES,26850,Seven Daughters Moscato 4 Pk,10,15,1000,356,3556,313,3118,4692,47,144929,1135,24,1,1
516,BANFI PRODUCTS CORP,6547,Walnut Crest Cab Svgn Rapel,7,12,1500,523,3556,525,3026,5433,117,8510,1876,35,1,2
90053,INCREDIBREW INC,21783,Grape Time Winery Amarone,9,13,750,408,3550,380,3669,5126,42,124,1577,31,1,1
1392,CONSTELLATION BRANDS INC,6698,Clos du Bois Marlstone,29,47,750,121,3549,182,5076,8340,20,79529,4791,57,2,2
1392,CONSTELLATION BRANDS INC,21861,Diseno Red Blend Mendoza,7,10,750,536,3548,668,4128,6982,74,79529,3434,49,1,2
